order_id,line_no,part_id,qty,unit_price_cents
O-113877,2,P-01594,16,13826
O-113877,3,P-01547,23,512008
O-113878,1,P-01338,18,300
O-113878,2,P-02065,21,391134
O-113879,1,P-01848,14,59396
O-113879,2,P-01605,1,265927
O-113879,3,P-04075,13,188225
O-113879,4,P-00194,1,10528
O-113879,5,P-01139,5,59452
O-113880,1,P-00958,8,12373
O-113880,2,P-01393,16,386371
O-113880,3,P-02733,6,283522
O-113881,1,P-03857,14,335061
O-113881,2,P-01531,2,487270
O-113882,1,P-03838,19,47944
O-113882,2,P-04824,4,95503
O-113882,3,P-01109,16,75536
O-113883,1,P-02128,24,163795
O-113883,2,P-01935,15,62108
O-113883,3,P-03752,7,250642
O-113883,4,P-04043,1,527475
O-113883,5,P-03634,20,10341
O-113884,1,P-04401,9,356368
O-113885,1,P-00534,19,75524
O-113885,2,P-03234,15,7784
O-113885,3,P-01330,6,10288
O-113885,4,P-02583,4,110170
O-113886,1,P-03720,19,181368
O-113886,2,P-04761,23,362673
O-113886,3,P-01083,10,568289
O-113887,1,P-00025,23,289539
O-113887,2,P-01054,15,48056
O-113887,3,P-01484,12,327082
O-113888,1,P-03289,24,288181
O-113888,2,P-02787,19,67008
O-113888,3,P-02275,14,423677
O-113889,1,P-03398,15,24266
O-113889,2,P-00415,18,208951
O-113889,3,P-04333,5,371602
O-113889,4,P-00101,14,289338
O-113890,1,P-02689,6,209420
O-113890,2,P-01069,21,104287
O-113891,1,P-00090,24,13726
O-113891,2,P-02645,4,185284
O-113891,3,P-04990,23,69870
O-113891,4,P-02742,7,69307
O-113892,1,P-04957,20,147005
O-113892,2,P-03231,20,111268
O-113892,3,P-00685,22,306389
O-113892,4,P-01580,17,68738
O-113893,1,P-00160,6,147080
O-113893,2,P-02972,16,245572
O-113893,3,P-02356,17,52491
O-113893,4,P-02679,11,125636
O-113893,5,P-02888,23,231240
O-113894,1,P-01622,8,54773
O-113894,2,P-01784,21,74082
O-113894,3,P-01686,23,36312
O-113894,4,P-04565,22,386293
O-113894,5,P-00244,22,162515
O-113895,1,P-02597,25,312470
O-113895,2,P-01571,23,225501
O-113895,3,P-03016,16,81995
O-113895,4,P-00794,4,5207
O-113895,5,P-00396,20,187159
O-113896,1,P-03359,12,105496
O-113896,2,P-00594,6,10389
O-113896,3,P-02605,20,214516
O-113897,1,P-02243,16,549741
O-113898,1,P-04573,9,198051
O-113899,1,P-03794,7,9304
O-113900,1,P-02847,14,129389
O-113900,2,P-02512,20,300000
O-113900,3,P-01461,19,142836
O-113901,1,P-01779,11,396138
O-113901,2,P-04506,16,300
O-113902,1,P-04924,6,19202
O-113902,2,P-00381,24,94559
O-113902,3,P-01069,8,104287
O-113902,4,P-02159,16,165092
O-113903,1,P-02170,14,7367
O-113904,1,P-02237,19,100531
O-113904,2,P-04730,11,674
O-113904,3,P-01549,3,227309
O-113905,1,P-01025,15,179456
O-113905,2,P-01187,17,198878
O-113906,1,P-02657,11,300600
O-113906,2,P-04753,19,246400
O-113906,3,P-02552,21,202251
O-113906,4,P-03485,25,187213
O-113906,5,P-03826,17,5921
O-113907,1,P-02345,10,303589
O-113908,1,P-00399,16,152868
O-113908,2,P-00902,12,24173
O-113908,3,P-00319,24,127674
O-113908,4,P-00546,7,5517
O-113908,5,P-01002,14,3243
O-113909,1,P-03666,20,6780
O-113909,2,P-03623,3,158458
O-113909,3,P-03258,18,8554
O-113909,4,P-00826,6,9862
O-113910,1,P-00042,8,11398
O-113910,2,P-02057,12,171591
O-113910,3,P-04861,16,339049
O-113910,4,P-03699,1,210001
O-113911,1,P-01232,2,207658
O-113911,2,P-02851,2,290821
O-113911,3,P-01678,20,27927
O-113911,4,P-00857,21,404015
O-113911,5,P-02424,3,189831
O-113912,1,P-02707,8,241969
O-113912,2,P-02923,18,617989
O-113912,3,P-01977,4,148735
O-113912,4,P-02562,16,4942
O-113912,5,P-00364,24,163695
O-113913,1,P-01080,17,174908
O-113913,2,P-00256,23,63986
O-113914,1,P-03296,17,227131
O-113915,1,P-04867,17,540544
O-113915,2,P-01590,18,32995
O-113915,3,P-02094,13,57272
O-113915,4,P-01429,19,407767
O-113916,1,P-02161,14,309232
O-113916,2,P-00707,23,441400
O-113916,3,P-01736,8,149438
O-113917,1,P-02953,20,216888
O-113917,2,P-04249,2,313355
O-113918,1,P-04300,16,170643
O-113918,2,P-02177,17,212471
O-113918,3,P-03614,15,30544
O-113919,1,P-00601,1,56297
O-113920,1,P-03564,16,273676
O-113921,1,P-02671,8,168393
O-113921,2,P-03211,5,527089
O-113922,1,P-00399,9,152868
O-113923,1,P-00183,2,5000
O-113923,2,P-03769,4,85246
O-113923,3,P-03526,19,50084
O-113923,4,P-02890,10,9042
O-113923,5,P-04037,11,10000
O-113924,1,P-04026,5,4633
O-113924,2,P-04757,24,223215
O-113924,3,P-00762,23,15000
O-113925,1,P-04288,20,153261
O-113925,2,P-02382,7,35359
O-113925,3,P-03901,21,271125
O-113925,4,P-01120,3,69791
O-113926,1,P-04934,9,25753
O-113926,2,P-04051,23,509994
O-113926,3,P-01512,23,79648
O-113926,4,P-01933,10,284523
O-113927,1,P-00371,14,315321
O-113927,2,P-01926,14,25189
O-113928,1,P-03899,12,604560
O-113928,2,P-01696,11,270317
O-113928,3,P-03322,2,5284
O-113928,4,P-01663,18,73741
O-113928,5,P-03208,11,267135
O-113929,1,P-00340,5,146509
O-113929,2,P-03499,20,526527
O-113929,3,P-02883,15,344913
O-113929,4,P-02742,10,69307
O-113929,5,P-00928,1,205431
O-113930,1,P-02713,25,80418
O-113930,2,P-04002,15,2650
O-113931,1,P-00550,5,45551
O-113932,1,P-04296,6,139266
O-113933,1,P-02636,25,77592
O-113934,1,P-03682,20,8348
O-113934,2,P-01153,18,214686
O-113934,3,P-00335,19,242374
O-113935,1,P-03155,4,349423
O-113935,2,P-02954,6,10188
O-113935,3,P-02862,10,45300
O-113935,4,P-02456,24,188346
O-113936,1,P-00987,6,295660
O-113936,2,P-03814,3,44003
O-113936,3,P-03927,17,204388
O-113937,1,P-02903,4,122820
O-113937,2,P-03176,18,152006
O-113937,3,P-02745,4,274298
O-113937,4,P-04643,10,782090
O-113938,1,P-03416,9,173046
O-113938,2,P-02518,19,43797
O-113938,3,P-00995,13,91268
O-113939,1,P-01915,17,717551
O-113939,2,P-01334,8,24807
O-113939,3,P-04608,21,218132
O-113939,4,P-02016,17,228436
O-113940,1,P-02140,19,51519
O-113940,2,P-03515,8,567557
O-113940,3,P-01991,10,115205
O-113940,4,P-04703,12,46120
O-113940,5,P-00585,17,136453
O-113941,1,P-00483,15,324510
O-113941,2,P-01702,6,14099
O-113941,3,P-02257,13,152139
O-113942,1,P-02458,22,1617
O-113943,1,P-00653,3,269202
O-113943,2,P-01423,23,126664
O-113943,3,P-04012,10,234746
O-113943,4,P-00616,12,184133
O-113944,1,P-03712,20,163180
O-113944,2,P-00295,25,58111
O-113945,1,P-04745,22,312017
O-113945,2,P-03897,16,263829
O-113946,1,P-02722,9,5422
O-113946,2,P-02698,11,5825
O-113947,1,P-01018,20,10063
O-113947,2,P-00117,23,190844
O-113948,1,P-01883,11,469306
O-113949,1,P-03656,24,111513
O-113949,2,P-01980,12,214166
O-113949,3,P-03525,12,273142
O-113949,4,P-02489,1,70580
O-113950,1,P-02839,22,203246
O-113950,2,P-04634,15,6216
O-113950,3,P-04782,22,33438
O-113950,4,P-04403,9,494396
O-113951,1,P-01235,11,900000
O-113951,2,P-01407,16,42849
O-113951,3,P-00668,21,205292
O-113952,1,P-03624,7,215612
O-113953,1,P-03308,4,74705
O-113954,1,P-01222,22,10227
O-113954,2,P-00641,3,251277
O-113954,3,P-00740,23,101715
O-113955,1,P-03421,25,96167
O-113955,2,P-03301,9,163924
O-113955,3,P-02856,1,95886
O-113955,4,P-04254,20,24665
O-113956,1,P-01487,20,111024
O-113957,1,P-01532,5,185027
O-113957,2,P-00876,5,215427
O-113957,3,P-01747,4,476498
O-113958,1,P-01100,3,182760
O-113958,2,P-01342,10,41087
O-113958,3,P-03744,6,263775
O-113958,4,P-04055,24,151429
O-113959,1,P-04993,19,208057
O-113959,2,P-00612,13,169583
O-113959,3,P-01341,21,348005
O-113959,4,P-02022,13,69248
O-113959,5,P-03594,1,3926
O-113960,1,P-00023,15,151313
O-113960,2,P-03611,21,25000
O-113960,3,P-01312,11,118668
O-113960,4,P-00106,10,14591
O-113961,1,P-02515,24,447038
O-113962,1,P-00308,17,259375
O-113962,2,P-02979,16,536035
O-113962,3,P-01294,8,32180
O-113962,4,P-04404,14,163517
O-113963,1,P-03559,20,47113
O-113963,2,P-01824,18,207964
O-113963,3,P-02772,2,193208
O-113964,1,P-04063,21,115615
O-113964,2,P-02034,6,12286
O-113964,3,P-04983,2,114855
O-113964,4,P-00444,12,182175
O-113964,5,P-04175,18,32208
O-113965,1,P-04910,7,55767
O-113965,2,P-04851,13,365778
O-113965,3,P-02096,7,202076
O-113966,1,P-00345,19,271323
O-113966,2,P-01601,7,164238
O-113966,3,P-01911,20,5000
O-113967,1,P-03102,15,34027
O-113967,2,P-04419,1,140017
O-113968,1,P-04058,17,9618
O-113968,2,P-03876,4,238279
O-113968,3,P-03445,2,62389
O-113968,4,P-02896,18,152512
O-113969,1,P-00801,24,129719
O-113969,2,P-04186,15,6319
O-113969,3,P-00505,9,130305
O-113969,4,P-04570,25,8479
O-113969,5,P-03326,12,67160
O-113970,1,P-00048,12,35052
O-113971,1,P-00277,10,299202
O-113971,2,P-02001,13,267390
O-113971,3,P-01848,17,59396
O-113972,1,P-01444,3,124638
O-113972,2,P-03881,10,139037
O-113972,3,P-03544,13,12273
O-113972,4,P-03934,22,70455
O-113972,5,P-01267,6,373750
O-113973,1,P-00122,13,8276
O-113973,2,P-01021,10,406527
O-113973,3,P-00875,23,576115
O-113973,4,P-04272,10,189588
O-113974,1,P-00380,5,75921
O-113974,2,P-00140,15,193233
O-113974,3,P-03486,12,41729
O-113974,4,P-01828,20,333790
O-113975,1,P-01657,22,269119
O-113975,2,P-01255,3,5000
O-113975,3,P-03098,6,12048
O-113975,4,P-04637,22,328979
O-113975,5,P-02456,22,188346
O-113976,1,P-04510,5,12642
O-113976,2,P-04638,7,35266
O-113976,3,P-01058,3,1312
O-113976,4,P-00092,8,187518
O-113977,1,P-01477,24,403560
O-113977,2,P-02014,21,29274
O-113977,3,P-01481,6,312920
O-113977,4,P-02702,17,42674
O-113978,1,P-04139,22,410449
O-113978,2,P-04474,6,3584
O-113978,3,P-00460,25,247588
O-113978,4,P-02405,12,341353
O-113978,5,P-03742,5,68453
O-113979,1,P-01231,20,220269
O-113979,2,P-00462,10,54232
O-113979,3,P-01874,16,14095
O-113980,1,P-01334,3,24807
O-113980,2,P-01535,15,161482
O-113980,3,P-02316,11,100009
O-113980,4,P-01400,24,206249
O-113980,5,P-02815,5,152388
O-113981,1,P-02127,25,236108
O-113981,2,P-02057,22,171591
O-113981,3,P-00129,10,390567
O-113981,4,P-03876,18,238279
O-113981,5,P-04504,20,133637
O-113982,1,P-00050,6,4791
O-113982,2,P-01503,1,68667
O-113982,3,P-01735,14,127926
O-113983,1,P-03494,20,5320
O-113983,2,P-01641,13,251901
O-113983,3,P-03874,22,12616
O-113983,4,P-04511,17,58471
O-113984,1,P-02707,10,241969
O-113984,2,P-03319,12,153008
O-113984,3,P-04217,1,28058
O-113984,4,P-02037,3,258810
O-113984,5,P-01916,5,52723
O-113985,1,P-03745,13,156823
O-113986,1,P-01630,21,46993
O-113986,2,P-04336,15,224195
O-113986,3,P-03292,19,295908
O-113987,1,P-00447,7,62684
O-113988,1,P-03097,3,86988
O-113988,2,P-00566,3,45021
O-113988,3,P-03466,14,8953
O-113988,4,P-01201,13,244538
O-113988,5,P-02232,5,215161
O-113989,1,P-03353,7,92961
O-113989,2,P-00844,16,77709
O-113989,3,P-04024,4,203049
O-113989,4,P-00448,6,20173
O-113990,1,P-04091,17,391384
O-113990,2,P-04365,11,349934
O-113990,3,P-03801,15,143246
O-113990,4,P-02875,7,530604
O-113990,5,P-04480,7,173666
O-113991,1,P-00689,25,296460
O-113991,2,P-03544,16,12273
O-113992,1,P-03039,24,146372
O-113992,2,P-01466,16,8348
O-113992,3,P-02124,9,315994
O-113992,4,P-01314,16,2016
O-113993,1,P-04753,4,246400
O-113993,2,P-01215,11,131559
O-113993,3,P-02774,3,44539
O-113994,1,P-00970,16,15000
O-113994,2,P-00399,23,152868
O-113994,3,P-03944,5,210529
O-113994,4,P-04150,15,48336
O-113995,1,P-04531,9,510182
O-113996,1,P-02856,11,95886
O-113996,2,P-02253,15,351319
O-113996,3,P-00558,16,20857
O-113996,4,P-02243,1,549741
O-113996,5,P-00550,9,45551
O-113997,1,P-03749,22,189633
O-113997,2,P-00612,15,169583
O-113997,3,P-01776,1,103828
O-113997,4,P-04922,6,10169
O-113998,1,P-01480,3,190615
O-113998,2,P-00650,7,5608
O-113999,1,P-04296,6,139266
O-113999,2,P-00605,11,10000
O-113999,3,P-03889,10,271712
O-113999,4,P-02519,9,111431
O-113999,5,P-02247,20,170084
O-114000,1,P-01544,2,184025
O-114000,2,P-04433,14,303547
O-114000,3,P-04247,25,68251
O-114001,1,P-00747,4,372470
O-114002,1,P-04071,6,137011
O-114002,2,P-00747,24,372470
O-114002,3,P-00936,22,46830
O-114002,4,P-00493,19,341529
O-114002,5,P-00559,18,16557
O-114003,1,P-04701,4,351771
O-114003,2,P-03686,19,45177
O-114003,3,P-03876,19,238279
O-114003,4,P-00464,22,300000
O-114004,1,P-00285,20,107299
O-114004,2,P-02580,19,159340
O-114004,3,P-02778,11,2199
O-114005,1,P-02280,19,300000
O-114005,2,P-01098,2,8185
O-114005,3,P-00810,19,12126
O-114005,4,P-00407,23,159206
O-114005,5,P-00043,1,602939
O-114006,1,P-00875,23,576115
O-114006,2,P-03713,11,299844
O-114006,3,P-02715,25,431812
O-114006,4,P-00885,4,372467
O-114007,1,P-00820,10,160349
O-114007,2,P-01526,6,62426
O-114007,3,P-03676,21,207780
O-114008,1,P-01508,12,133567
O-114008,2,P-00063,23,123679
O-114008,3,P-00022,12,56221
O-114008,4,P-03951,3,122461
O-114009,1,P-01608,22,138847
O-114009,2,P-02555,13,506255
O-114009,3,P-02093,5,434759
O-114009,4,P-00165,19,308489
O-114009,5,P-01123,12,830907
O-114010,1,P-03751,12,84361
O-114010,2,P-02640,22,194470
O-114010,3,P-00934,21,33109
O-114010,4,P-00205,10,500000
O-114010,5,P-04236,10,157024
O-114011,1,P-03218,3,7527
O-114011,2,P-02025,15,287937
O-114011,3,P-03042,19,10226
O-114012,1,P-00146,19,2515
O-114012,2,P-01961,24,450000
O-114012,3,P-01774,3,39730
O-114013,1,P-03887,20,143867
O-114013,2,P-02662,9,33909
O-114013,3,P-02859,4,422903
O-114013,4,P-01310,3,14327
O-114014,1,P-03492,19,90028
O-114015,1,P-00482,23,6006
O-114015,2,P-03311,10,174036
O-114015,3,P-02349,2,32988
O-114015,4,P-01969,3,166494
O-114016,1,P-04964,3,166491
O-114016,2,P-00988,23,203431
O-114016,3,P-03090,19,4220
O-114016,4,P-01601,16,164238
O-114017,1,P-03705,16,142136
O-114017,2,P-03057,25,226200
O-114018,1,P-01399,21,207910
O-114019,1,P-01806,3,43923
O-114019,2,P-01913,24,305341
O-114019,3,P-00618,12,15000
O-114019,4,P-00089,21,314709
O-114020,1,P-00515,2,729668
O-114020,2,P-00116,11,210086
O-114020,3,P-01540,11,250233
O-114020,4,P-02170,14,7367
O-114020,5,P-00436,1,158896
O-114021,1,P-04925,9,157600
O-114021,2,P-04633,1,117054
O-114021,3,P-01838,22,23736
O-114021,4,P-00588,7,106187
O-114021,5,P-00774,14,38150
O-114022,1,P-03700,17,104768
O-114023,1,P-00438,12,43447
O-114023,2,P-03573,14,208598
O-114023,3,P-00637,19,186318
O-114023,4,P-02673,18,349221
O-114024,1,P-01101,6,500000
O-114024,2,P-04993,16,208057
O-114024,3,P-03015,15,238794
O-114024,4,P-00042,5,11398
O-114025,1,P-04202,21,5183
O-114025,2,P-03051,7,25000
O-114026,1,P-04789,25,367288
O-114026,2,P-00742,22,48669
O-114026,3,P-02659,16,490402
O-114027,1,P-00973,20,357018
O-114028,1,P-00825,13,290357
O-114028,2,P-01270,15,31734
O-114028,3,P-04970,12,6214
O-114029,1,P-00965,24,462377
O-114029,2,P-00493,4,341529
O-114030,1,P-02597,7,312470
O-114031,1,P-00382,6,2000
O-114032,1,P-01246,22,80000
O-114032,2,P-02961,14,177818
O-114032,3,P-03439,10,47670
O-114033,1,P-03484,4,128481
O-114033,2,P-02228,5,70248
O-114033,3,P-04743,2,162530
O-114034,1,P-02140,20,51519
O-114034,2,P-01016,8,187804
O-114034,3,P-02506,22,6848
O-114034,4,P-03472,8,150613
O-114035,1,P-02379,10,380033
O-114035,2,P-02680,9,159020
O-114036,1,P-00214,8,41717
O-114037,1,P-02964,4,165811
O-114037,2,P-02356,1,52491
O-114038,1,P-01649,19,325245
O-114038,2,P-03932,2,110594
O-114038,3,P-04991,23,125444
O-114038,4,P-03795,13,243806
O-114038,5,P-01221,10,211885
O-114039,1,P-02700,17,148219
O-114039,2,P-03518,12,36651
O-114040,1,P-04539,24,316092
O-114040,2,P-00499,23,330208
O-114040,3,P-01598,8,62014
O-114040,4,P-03218,3,7527
O-114041,1,P-02708,1,109048
O-114042,1,P-03285,9,340898
O-114042,2,P-03803,24,648792
O-114042,3,P-01687,23,110549
O-114042,4,P-04268,18,95701
O-114043,1,P-03903,19,250000
O-114044,1,P-03770,23,6605
O-114044,2,P-03139,23,321100
O-114045,1,P-00349,13,37356
O-114045,2,P-01708,18,226374
O-114045,3,P-01354,24,10489
O-114045,4,P-02762,15,3803
O-114045,5,P-03646,17,64457
O-114046,1,P-00080,19,27091
O-114046,2,P-01949,6,56627
O-114046,3,P-00115,21,432894
O-114047,1,P-02980,17,285875
O-114048,1,P-01163,3,471250
O-114048,2,P-01263,15,133362
O-114048,3,P-00342,25,74926
O-114048,4,P-02486,19,60274
O-114049,1,P-01470,12,50688
O-114049,2,P-04867,2,540544
O-114049,3,P-02867,7,523405
O-114049,4,P-00814,19,51303
O-114049,5,P-02686,16,60338
O-114050,1,P-04720,3,8000
O-114050,2,P-03367,24,165637
O-114050,3,P-04358,2,56758
O-114050,4,P-00707,6,441400
O-114051,1,P-01724,4,226082
O-114052,1,P-00610,13,5170
O-114052,2,P-03708,25,102485
O-114052,3,P-00575,2,157814
O-114053,1,P-03314,6,12221
O-114053,2,P-02954,7,10188
O-114053,3,P-01661,13,339158
O-114054,1,P-01168,16,124719
O-114054,2,P-03871,17,144635
O-114054,3,P-04523,24,491319
O-114054,4,P-02832,7,13259
O-114055,1,P-04512,9,172445
O-114055,2,P-00997,6,270877
O-114055,3,P-01019,9,604088
O-114056,1,P-00674,15,5059
O-114056,2,P-02592,23,283217
O-114057,1,P-01540,7,250233
O-114058,1,P-02216,21,39615
O-114058,2,P-03132,7,181299
O-114058,3,P-00722,15,14286
O-114058,4,P-01161,11,161363
O-114059,1,P-04864,12,228403
O-114059,2,P-03039,11,146372
O-114059,3,P-04046,9,38914
O-114059,4,P-00377,12,25382
O-114060,1,P-04373,18,250435
O-114060,2,P-03471,6,112087
O-114060,3,P-01557,11,348001
O-114060,4,P-00559,17,16557
O-114060,5,P-01842,17,5597
O-114061,1,P-00340,22,146509
O-114062,1,P-00509,8,240994
O-114062,2,P-02667,21,550897
O-114062,3,P-04526,19,22170
O-114062,4,P-03078,9,8786
O-114063,1,P-01729,6,328182
O-114063,2,P-04316,11,178836
O-114063,3,P-00657,10,344825
O-114063,4,P-03744,23,263775
O-114063,5,P-02269,12,268992
O-114064,1,P-01485,13,164803
O-114064,2,P-00792,8,110304
O-114064,3,P-03545,11,290213
O-114065,1,P-04071,17,137011
O-114065,2,P-04338,14,5967
O-114065,3,P-00392,5,57164
O-114065,4,P-02832,1,13259
O-114065,5,P-01840,9,300000
O-114066,1,P-03630,2,45125
O-114066,2,P-03697,5,185640
O-114067,1,P-03678,14,58252
O-114068,1,P-01448,2,144479
O-114068,2,P-04313,17,401440
O-114068,3,P-00716,20,111343
O-114068,4,P-01118,14,25581
O-114068,5,P-03484,3,128481
O-114069,1,P-01796,4,186191
O-114069,2,P-02911,1,64195
O-114069,3,P-01054,7,48056
O-114069,4,P-00627,5,516886
O-114069,5,P-04712,16,141585
O-114070,1,P-02269,3,268992
O-114070,2,P-03883,14,215302
O-114071,1,P-01152,4,222803
O-114072,1,P-00432,22,216882
O-114072,2,P-02350,18,2000
O-114072,3,P-01718,12,35410
O-114072,4,P-00081,1,198307
O-114073,1,P-00792,13,110304
O-114074,1,P-00621,23,250409
O-114074,2,P-04605,23,208325
O-114074,3,P-00073,7,392283
O-114075,1,P-03683,2,196281
O-114075,2,P-04136,5,56044
O-114076,1,P-02303,22,165000
O-114076,2,P-04455,4,144639
O-114077,1,P-01687,24,110549
O-114077,2,P-04748,7,153412
O-114077,3,P-00127,25,94300
O-114078,1,P-00478,24,66949
O-114078,2,P-00647,25,78645
O-114078,3,P-02729,20,167172
O-114078,4,P-01194,12,7459
O-114079,1,P-02764,9,164770
O-114079,2,P-01605,7,265927
O-114080,1,P-01161,12,161363
O-114080,2,P-02955,10,674399
O-114080,3,P-01949,23,56627
O-114081,1,P-01272,13,8000
O-114081,2,P-03255,14,176489
O-114082,1,P-02770,20,5478
O-114083,1,P-02331,4,439683
O-114083,2,P-00030,1,48530
O-114083,3,P-01137,18,24519
O-114083,4,P-03570,13,9583
O-114083,5,P-02283,21,517209
O-114084,1,P-03181,12,157953
O-114084,2,P-01493,14,272870
O-114084,3,P-00731,22,426373
O-114085,1,P-02377,14,57623
O-114085,2,P-03852,10,265811
O-114085,3,P-01285,17,267691
O-114086,1,P-02537,24,270946
O-114086,2,P-03290,12,3538
O-114086,3,P-03546,11,3671
O-114087,1,P-02991,1,158824
O-114087,2,P-00153,4,158876
O-114088,1,P-02287,4,181712
O-114088,2,P-02314,3,9775
O-114088,3,P-02553,12,221595
O-114089,1,P-00079,19,249762
O-114089,2,P-01393,6,386371
O-114089,3,P-01080,21,174908
O-114089,4,P-00472,22,127469
O-114089,5,P-02270,16,18971
O-114090,1,P-01878,17,40291
O-114091,1,P-00229,8,493792
O-114092,1,P-00389,10,230541
O-114092,2,P-01167,20,250000
O-114093,1,P-02768,19,144578
O-114094,1,P-00261,5,93821
O-114095,1,P-04258,23,11385
O-114095,2,P-04144,15,205751
O-114095,3,P-04539,18,316092
O-114096,1,P-01595,5,387360
O-114096,2,P-00186,16,2990
O-114096,3,P-03602,13,6697
O-114097,1,P-04947,2,347270
O-114097,2,P-03805,8,251464
O-114097,3,P-00083,1,211506
O-114097,4,P-04753,4,246400
O-114098,1,P-00580,19,184742
O-114098,2,P-04066,8,8952
O-114098,3,P-03466,1,8953
O-114099,1,P-01410,15,8367
O-114099,2,P-00890,5,7570
O-114099,3,P-01060,9,220865
O-114100,1,P-01295,8,184208
O-114100,2,P-00905,22,279726
O-114100,3,P-00573,4,83375
O-114100,4,P-02136,5,143372
O-114100,5,P-03369,19,323154
O-114101,1,P-02184,12,213932
O-114102,1,P-02600,10,106671
O-114102,2,P-01579,18,488448
O-114102,3,P-04567,3,125141
O-114102,4,P-04134,13,43458
O-114102,5,P-00654,9,48735
O-114103,1,P-02632,16,119424
O-114103,2,P-00737,9,270158
O-114104,1,P-02432,14,186110
O-114104,2,P-03730,18,9226
O-114104,3,P-04522,1,13709
O-114105,1,P-04618,5,4456
O-114105,2,P-02185,7,345795
O-114106,1,P-01048,10,142377
O-114106,2,P-02934,10,60413
O-114106,3,P-04072,14,120061
O-114106,4,P-03282,13,12671
O-114107,1,P-04751,21,126214
O-114107,2,P-01112,20,179665
O-114107,3,P-00636,9,40753
O-114108,1,P-00560,9,158291
O-114108,2,P-00104,1,250233
O-114108,3,P-03122,13,10198
O-114108,4,P-03000,11,134661
O-114108,5,P-03079,16,120631
O-114109,1,P-00210,24,8342
O-114110,1,P-00335,20,242374
O-114110,2,P-04571,24,158588
O-114110,3,P-00171,20,226728
O-114110,4,P-04145,1,371124
O-114110,5,P-04749,24,291174
O-114111,1,P-00704,11,134416
O-114111,2,P-00687,10,170595
O-114111,3,P-01523,1,473070
O-114111,4,P-02788,10,142295
O-114111,5,P-00865,24,249678
O-114112,1,P-00495,4,143762
O-114112,2,P-00634,3,11241
O-114112,3,P-00389,4,230541
O-114113,1,P-03868,14,100649
O-114113,2,P-02472,2,71631
O-114113,3,P-02041,20,241257
O-114114,1,P-03247,21,206897
O-114114,2,P-01832,9,44284
O-114114,3,P-02222,16,2440
O-114114,4,P-03910,1,30726
O-114115,1,P-01034,10,5922
O-114115,2,P-00554,6,300
O-114116,1,P-01021,17,406527
O-114116,2,P-04763,3,771067
O-114117,1,P-02785,22,230341
O-114118,1,P-04359,4,115000
O-114118,2,P-01028,15,195742
O-114119,1,P-00914,3,9115
O-114120,1,P-00333,2,500000
O-114120,2,P-04367,16,50120
O-114120,3,P-00668,5,205292
O-114120,4,P-02584,1,167116
O-114121,1,P-00198,14,39870
O-114122,1,P-03397,6,360638
O-114122,2,P-03372,15,170689
O-114122,3,P-03946,22,8191
O-114123,1,P-02133,25,325838
O-114123,2,P-01693,18,324066
O-114124,1,P-04108,15,174166
O-114124,2,P-00822,21,55436
O-114124,3,P-00399,17,152868
O-114125,1,P-00060,12,277883
O-114125,2,P-04621,8,138759
O-114125,3,P-00601,14,56297
O-114126,1,P-03146,15,7946
O-114126,2,P-03154,17,7950
O-114126,3,P-00491,2,25000
O-114126,4,P-02093,9,434759
O-114127,1,P-00729,2,368890
O-114127,2,P-01179,10,371337
O-114128,1,P-01624,19,135912
O-114128,2,P-01980,8,214166
O-114128,3,P-00119,10,64846
O-114128,4,P-03198,6,12617
O-114129,1,P-04711,7,153925
O-114129,2,P-04139,11,410449
O-114129,3,P-00454,1,80000
O-114130,1,P-01468,15,350000
O-114130,2,P-01370,8,8441
O-114131,1,P-03992,1,159873
O-114131,2,P-03376,25,85813
O-114132,1,P-01200,2,288229
O-114132,2,P-00209,20,270805
O-114132,3,P-03928,5,257056
O-114133,1,P-00269,5,370035
O-114133,2,P-01504,12,54794
O-114133,3,P-02446,12,44780
O-114133,4,P-04974,22,41627
O-114134,1,P-01351,24,176389
O-114134,2,P-02007,3,130098
O-114134,3,P-04915,10,336760
O-114134,4,P-03110,25,39559
O-114135,1,P-00958,12,12373
O-114136,1,P-01738,5,8510
O-114136,2,P-04813,20,232044
O-114137,1,P-02839,10,203246
O-114137,2,P-02427,18,216421
O-114137,3,P-01362,3,8891
O-114138,1,P-02717,11,186990
O-114138,2,P-03224,12,247301
O-114138,3,P-02176,5,286086
O-114138,4,P-04303,12,181136
O-114139,1,P-02169,4,378767
O-114139,2,P-00833,13,381652
O-114140,1,P-03064,13,109068
O-114140,2,P-00285,25,107299
O-114141,1,P-04406,15,48478
O-114141,2,P-01278,7,40909
O-114141,3,P-00894,15,37440
O-114141,4,P-01836,1,198743
O-114142,1,P-01466,11,8348
O-114142,2,P-03037,14,82122
O-114142,3,P-01328,12,99649
O-114142,4,P-02849,2,146835
O-114143,1,P-03201,25,191733
O-114143,2,P-00615,13,182399
O-114144,1,P-03326,5,67160
O-114145,1,P-04834,11,5673
O-114145,2,P-00105,7,233282
O-114145,3,P-00900,7,130615
O-114145,4,P-04655,17,189484
O-114145,5,P-03628,9,144435
O-114146,1,P-01830,22,39857
O-114146,2,P-01128,14,259704
O-114146,3,P-02902,14,34238
O-114146,4,P-03407,4,5000
O-114146,5,P-02849,22,146835
O-114147,1,P-03683,23,196281
O-114147,2,P-01554,22,5313
O-114148,1,P-01767,12,246891
O-114149,1,P-02487,5,188106
