part_id,sku,name,category,subcategory,unit_price_cents,weight_grams,warehouse_id,active,created_at,updated_at
P-04414,NR-FRM-04414,Rapid-Cycle Mounting Bracket UA-518,Frames and Structure,Mounting Bracket,16588,52720,W-03,true,2024-06-11T13:07:55Z,2024-09-12T03:43:42Z
P-04415,NR-PWR-04415,Low-Backlash DC-DC Converter VN-555,Power Systems,DC-DC Converter,115446,18000,W-07,true,2021-12-09T03:11:18Z,2022-07-13T00:43:18Z
P-04416,NR-SEN-04416,Compact Force-Torque Sensor WA-592,Sensors,Force-Torque Sensor,60048,1902,W-04,true,2022-12-25T04:29:55Z,2023-05-07T09:47:38Z
P-04417,NR-ACT-04417,Quiet-Drive Servo Motor XN-629,Actuators,Servo Motor,221205,20047,W-05,true,2023-02-21T15:37:01Z,2023-05-03T22:42:28Z
P-04418,NR-CBL-04418,Sealed Cable Chain YA-666,Cabling and Connectors,Cable Chain,10029,2788,W-03,true,2022-01-06T16:05:54Z,2023-01-13T06:08:11Z
P-04419,NR-CTL-04419,Industrial Motion Controller ZN-703,Controllers,Motion Controller,140017,3931,W-08,true,2022-04-25T07:08:58Z,2022-10-01T23:35:21Z
P-04420,NR-DRV-04420,Precision Harmonic Reducer AA-740,Drivetrain,Harmonic Reducer,169624,100,W-06,true,2023-09-09T15:06:06Z,2024-07-28T13:28:48Z
P-04421,NR-EFF-04421,Modular Parallel Gripper BN-777,End Effectors,Parallel Gripper,382564,6332,W-06,true,2021-02-11T03:25:50Z,2021-12-01T10:46:31Z
P-04422,NR-FRM-04422,High-Torque Aluminum Extrusion CA-814,Frames and Structure,Aluminum Extrusion,50497,11610,W-01,true,2022-11-24T15:23:02Z,2023-07-23T01:05:48Z
P-04423,NR-PWR-04423,Heavy-Duty Battery Pack DN-851,Power Systems,Battery Pack,28699,3376,W-08,true,2024-05-21T05:37:22Z,2024-07-09T20:05:14Z
P-04424,NR-SEN-04424,Rapid-Cycle Proximity Sensor EA-888,Sensors,Proximity Sensor,69747,1643,W-01,true,2021-01-14T21:50:14Z,2021-12-10T19:34:35Z
P-04425,NR-ACT-04425,Low-Backlash Linear Actuator FN-925,Actuators,Linear Actuator,397931,15551,W-03,true,2023-06-23T00:44:41Z,2023-06-30T00:18:23Z
P-04426,NR-CBL-04426,Compact M12 Connector GA-962,Cabling and Connectors,M12 Connector,13965,3290,W-04,true,2024-02-04T14:00:44Z,2024-07-01T22:42:43Z
P-04427,NR-CTL-04427,Quiet-Drive PLC Module HN-999,Controllers,PLC Module,519792,4969,W-06,true,2021-10-18T21:03:07Z,2022-10-27T04:02:38Z
P-04428,NR-DRV-04428,Sealed Planetary Gearbox IA-136,Drivetrain,Planetary Gearbox,278456,14913,W-03,true,2024-08-29T01:02:53Z,2025-09-30T06:55:58Z
P-04429,NR-EFF-04429,Industrial Vacuum Gripper JN-173,End Effectors,Vacuum Gripper,424858,5073,W-01,true,2021-04-04T07:52:01Z,2022-02-02T02:41:55Z
P-04430,NR-FRM-04430,Precision Base Plate KA-210,Frames and Structure,Base Plate,52683,22740,W-07,true,2021-02-26T23:45:51Z,2022-02-20T21:48:31Z
P-04431,NR-PWR-04431,Modular Power Supply Unit LN-247,Power Systems,Power Supply Unit,51074,3984,W-05,true,2022-02-10T20:47:49Z,2022-06-18T04:36:41Z
P-04432,NR-SEN-04432,High-Torque Rotary Encoder MA-284,Sensors,Rotary Encoder,179504,1825,W-02,true,2022-03-09T06:27:17Z,2022-10-04T17:46:28Z
P-04433,NR-ACT-04433,Heavy-Duty Rotary Actuator NN-321,Actuators,Rotary Actuator,303547,15274,W-03,true,2023-01-29T14:32:44Z,2023-06-10T07:44:38Z
P-04434,NR-CBL-04434,Rapid-Cycle Servo Cable OA-358,Cabling and Connectors,Servo Cable,7797,3927,W-05,true,2022-07-04T20:45:54Z,2023-04-16T20:46:21Z
P-04435,NR-CTL-04435,Low-Backlash Edge Compute Node PN-395,Controllers,Edge Compute Node,627727,7623,W-07,true,2024-01-06T21:47:31Z,2024-08-06T03:44:16Z
P-04436,NR-DRV-04436,Compact Timing Belt QA-432,Drivetrain,Timing Belt,104707,8430,W-04,true,2021-11-28T09:53:40Z,2022-12-13T20:00:43Z
P-04437,NR-EFF-04437,Quiet-Drive Welding Torch RN-469,End Effectors,Welding Torch,205476,2196,W-02,true,2021-02-14T14:33:50Z,2021-11-05T16:53:18Z
P-04438,NR-FRM-04438,Sealed Gantry Beam SA-506,Frames and Structure,Gantry Beam,32249,45838,W-02,true,2023-07-23T08:08:04Z,2024-01-01T15:43:14Z
P-04439,NR-PWR-04439,Industrial Motor Driver TN-543,Power Systems,Motor Driver,77117,12130,W-05,true,2023-08-31T01:04:46Z,2023-11-16T11:42:55Z
P-04440,NR-SEN-04440,Precision Thermal Camera Module UA-580,Sensors,Thermal Camera Module,247929,2052,W-05,true,2023-04-12T20:20:34Z,2023-07-02T03:25:38Z
P-04441,NR-ACT-04441,Modular Stepper Motor VN-617,Actuators,Stepper Motor,156676,19686,W-07,true,2022-01-03T04:57:24Z,2022-09-25T01:39:35Z
P-04442,NR-CBL-04442,High-Torque EtherCAT Cable WA-654,Cabling and Connectors,EtherCAT Cable,11512,1825,W-07,true,2023-04-05T11:23:01Z,2024-01-06T15:35:21Z
P-04443,NR-CTL-04443,Heavy-Duty IO Expansion Board XN-691,Controllers,IO Expansion Board,496470,1590,W-08,true,2021-01-24T10:09:41Z,2021-12-15T23:34:04Z
P-04444,NR-DRV-04444,Rapid-Cycle Ball Screw YA-728,Drivetrain,Ball Screw,195661,10648,W-04,true,2022-09-03T04:29:20Z,2022-09-16T11:05:25Z
P-04445,NR-EFF-04445,Low-Backlash Tool Changer ZN-765,End Effectors,Tool Changer,345778,4618,W-01,true,2021-05-16T06:18:02Z,2021-06-29T11:44:51Z
P-04446,NR-FRM-04446,Compact Mounting Bracket AA-802,Frames and Structure,Mounting Bracket,54729,36767,W-01,true,2021-08-01T11:27:06Z,2022-05-23T09:22:43Z
P-04447,NR-PWR-04447,Quiet-Drive DC-DC Converter BN-839,Power Systems,DC-DC Converter,94168,15127,W-07,true,2024-09-23T12:23:30Z,2025-01-02T23:59:29Z
P-04448,NR-SEN-04448,Sealed LIDAR Unit CA-876,Sensors,LIDAR Unit,195044,1129,W-05,true,2022-06-27T05:08:58Z,2022-12-26T01:42:12Z
P-04449,NR-ACT-04449,Industrial Servo Motor DN-913,Actuators,Servo Motor,186737,15901,W-01,true,2022-03-06T09:40:39Z,2022-09-12T01:22:28Z
P-04450,NR-CBL-04450,Precision Cable Chain EA-950,Cabling and Connectors,Cable Chain,3680,2206,W-04,true,2022-11-26T19:08:41Z,2023-10-16T23:13:49Z
P-04451,NR-CTL-04451,Modular Motion Controller FN-987,Controllers,Motion Controller,900000,2287,W-07,true,2021-12-14T05:01:12Z,2022-12-26T13:44:49Z
P-04452,NR-DRV-04452,High-Torque Harmonic Reducer GA-124,Drivetrain,Harmonic Reducer,224481,5548,W-02,true,2024-03-10T22:44:48Z,2024-07-09T02:44:41Z
P-04453,NR-EFF-04453,Heavy-Duty Parallel Gripper HN-161,End Effectors,Parallel Gripper,218813,7660,W-05,true,2024-03-02T11:51:53Z,2024-10-14T02:03:18Z
P-04454,NR-FRM-04454,Rapid-Cycle Aluminum Extrusion IA-198,Frames and Structure,Aluminum Extrusion,10739,43071,W-03,true,2023-02-03T22:39:31Z,2023-10-14T02:01:44Z
P-04455,NR-PWR-04455,Low-Backlash Battery Pack JN-235,Power Systems,Battery Pack,144639,489,W-05,true,2023-09-13T17:13:23Z,2024-01-27T18:21:53Z
P-04456,NR-SEN-04456,Compact Force-Torque Sensor KA-272,Sensors,Force-Torque Sensor,86037,991,W-07,true,2021-09-09T19:50:37Z,2022-02-19T04:21:45Z
P-04457,NR-ACT-04457,Quiet-Drive Linear Actuator LN-309,Actuators,Linear Actuator,257408,5907,W-08,true,2023-06-28T10:57:08Z,2023-08-08T10:00:37Z
P-04458,NR-CBL-04458,Sealed M12 Connector MA-346,Cabling and Connectors,M12 Connector,11914,3444,W-04,true,2022-11-11T21:01:21Z,2022-11-12T14:11:57Z
P-04459,NR-CTL-04459,Industrial PLC Module NN-383,Controllers,PLC Module,621572,5263,W-03,true,2024-01-15T22:26:29Z,2024-03-19T17:47:37Z
P-04460,NR-DRV-04460,Precision Planetary Gearbox OA-420,Drivetrain,Planetary Gearbox,243421,6455,W-03,true,2022-05-12T21:56:49Z,2023-05-12T19:23:04Z
P-04461,NR-EFF-04461,Modular Vacuum Gripper PN-457,End Effectors,Vacuum Gripper,321404,4728,W-05,true,2021-11-10T08:31:48Z,2022-11-19T19:02:50Z
P-04462,NR-FRM-04462,High-Torque Base Plate QA-494,Frames and Structure,Base Plate,30590,38179,W-05,true,2022-10-11T03:29:03Z,2022-12-04T18:24:06Z
P-04463,NR-PWR-04463,Heavy-Duty Power Supply Unit RN-531,Power Systems,Power Supply Unit,90059,15691,W-08,true,2021-04-03T12:12:51Z,2022-05-05T12:13:10Z
P-04464,NR-SEN-04464,Rapid-Cycle Proximity Sensor SA-568,Sensors,Proximity Sensor,144535,1909,W-04,true,2024-10-07T00:33:31Z,2025-08-19T15:05:11Z
P-04465,NR-ACT-04465,Low-Backlash Rotary Actuator TN-605,Actuators,Rotary Actuator,350632,14246,W-03,true,2021-10-21T09:02:28Z,2022-10-04T23:43:07Z
P-04466,NR-CBL-04466,Compact Servo Cable UA-642,Cabling and Connectors,Servo Cable,9079,2498,W-05,true,2023-07-27T02:07:49Z,2023-12-20T13:46:27Z
P-04467,NR-CTL-04467,Quiet-Drive Edge Compute Node VN-679,Controllers,Edge Compute Node,280971,1844,W-02,true,2024-01-11T21:29:44Z,2024-03-03T03:01:04Z
P-04468,NR-DRV-04468,Sealed Timing Belt WA-716,Drivetrain,Timing Belt,23741,8353,W-03,true,2022-01-16T22:02:56Z,2022-06-23T01:47:54Z
P-04469,NR-EFF-04469,Industrial Welding Torch XN-753,End Effectors,Welding Torch,454651,5631,W-03,true,2024-06-20T08:55:48Z,2025-04-06T15:17:23Z
P-04470,NR-FRM-04470,Precision Gantry Beam YA-790,Frames and Structure,Gantry Beam,38838,36372,W-07,true,2023-10-11T22:06:13Z,2024-09-09T19:44:45Z
P-04471,NR-PWR-04471,Modular Motor Driver ZN-827,Power Systems,Motor Driver,163951,10038,W-06,true,2024-11-27T02:39:06Z,2025-04-30T20:19:01Z
P-04472,NR-SEN-04472,High-Torque Rotary Encoder AA-864,Sensors,Rotary Encoder,224356,2273,W-01,true,2023-11-29T19:05:25Z,2024-01-20T16:35:41Z
P-04473,NR-ACT-04473,Heavy-Duty Stepper Motor BN-901,Actuators,Stepper Motor,311560,11985,W-02,true,2024-01-29T10:56:12Z,2024-12-15T09:27:34Z
P-04474,NR-CBL-04474,Rapid-Cycle EtherCAT Cable CA-938,Cabling and Connectors,EtherCAT Cable,3584,2014,W-06,true,2024-08-18T13:45:52Z,2025-07-07T17:16:15Z
P-04475,NR-CTL-04475,Low-Backlash IO Expansion Board DN-975,Controllers,IO Expansion Board,165558,9000,W-08,true,2022-06-26T12:31:23Z,2023-02-13T14:28:09Z
P-04476,NR-DRV-04476,Compact Ball Screw EA-112,Drivetrain,Ball Screw,90911,14328,W-08,true,2023-02-23T08:20:03Z,2023-05-20T10:17:40Z
P-04477,NR-EFF-04477,Quiet-Drive Tool Changer FN-149,End Effectors,Tool Changer,87124,2568,W-04,true,2024-04-13T12:16:24Z,2024-07-08T18:11:43Z
P-04478,NR-FRM-04478,Sealed Mounting Bracket GA-186,Frames and Structure,Mounting Bracket,45891,33253,W-01,true,2023-06-11T23:39:52Z,2024-02-11T18:11:26Z
P-04479,NR-PWR-04479,Industrial DC-DC Converter HN-223,Power Systems,DC-DC Converter,96507,11454,W-06,true,2024-02-11T11:24:34Z,2024-05-26T13:28:29Z
P-04480,NR-SEN-04480,Precision Thermal Camera Module IA-260,Sensors,Thermal Camera Module,173666,2377,W-02,true,2023-11-21T08:19:42Z,2024-01-14T14:06:37Z
P-04481,NR-ACT-04481,Modular Servo Motor JN-297,Actuators,Servo Motor,172881,18498,W-01,true,2024-05-05T04:17:28Z,2024-05-27T07:25:04Z
P-04482,NR-CBL-04482,High-Torque Cable Chain KA-334,Cabling and Connectors,Cable Chain,5656,2127,W-03,true,2021-08-04T07:55:31Z,2022-06-28T13:30:10Z
P-04483,NR-CTL-04483,Heavy-Duty Motion Controller LN-371,Controllers,Motion Controller,697132,4858,W-03,true,2021-07-11T12:48:37Z,2022-02-27T04:25:43Z
P-04484,NR-DRV-04484,Rapid-Cycle Harmonic Reducer MA-408,Drivetrain,Harmonic Reducer,142922,11711,W-03,true,2024-12-19T15:48:48Z,2025-11-10T22:24:08Z
P-04485,NR-EFF-04485,Low-Backlash Parallel Gripper NN-445,End Effectors,Parallel Gripper,407359,5108,W-03,true,2022-02-01T02:10:33Z,2022-05-17T13:51:12Z
P-04486,NR-FRM-04486,Compact Aluminum Extrusion OA-482,Frames and Structure,Aluminum Extrusion,2664,39112,W-02,true,2021-09-28T17:03:57Z,2022-05-05T15:34:13Z
P-04487,NR-PWR-04487,Quiet-Drive Battery Pack PN-519,Power Systems,Battery Pack,202260,11004,W-05,true,2022-06-20T17:55:55Z,2022-10-29T00:37:23Z
P-04488,NR-SEN-04488,Sealed LIDAR Unit QA-556,Sensors,LIDAR Unit,132624,1321,W-06,true,2021-11-17T09:22:34Z,2022-11-04T23:37:45Z
P-04489,NR-ACT-04489,Industrial Linear Actuator RN-593,Actuators,Linear Actuator,181074,11819,W-01,true,2023-04-15T05:17:37Z,2023-11-06T15:19:35Z
P-04490,NR-CBL-04490,Precision M12 Connector SA-630,Cabling and Connectors,M12 Connector,1498,1678,W-08,true,2024-10-15T02:13:27Z,2025-06-05T05:32:10Z
P-04491,NR-CTL-04491,Modular PLC Module TN-667,Controllers,PLC Module,561926,2855,W-03,true,2024-02-01T14:28:44Z,2024-10-17T21:12:48Z
P-04492,NR-DRV-04492,High-Torque Planetary Gearbox UA-704,Drivetrain,Planetary Gearbox,155305,6567,W-01,true,2024-06-22T09:18:52Z,2025-04-24T02:14:49Z
P-04493,NR-EFF-04493,Heavy-Duty Vacuum Gripper VN-741,End Effectors,Vacuum Gripper,198602,4018,W-04,true,2024-04-07T04:48:21Z,2024-12-12T20:41:23Z
P-04494,NR-FRM-04494,Rapid-Cycle Base Plate WA-778,Frames and Structure,Base Plate,63414,52116,W-03,true,2021-04-23T16:52:16Z,2022-02-05T09:39:05Z
P-04495,NR-PWR-04495,Low-Backlash Power Supply Unit XN-815,Power Systems,Power Supply Unit,187533,17019,W-04,true,2022-07-22T18:00:56Z,2023-04-05T06:01:06Z
P-04496,NR-SEN-04496,Compact Force-Torque Sensor YA-852,Sensors,Force-Torque Sensor,148553,3500,W-02,true,2023-01-01T00:06:48Z,2024-01-15T02:21:24Z
P-04497,NR-ACT-04497,Quiet-Drive Rotary Actuator ZN-889,Actuators,Rotary Actuator,150998,8293,W-04,true,2023-11-30T21:16:12Z,2024-07-21T21:11:06Z
P-04498,NR-CBL-04498,Sealed Servo Cable AA-926,Cabling and Connectors,Servo Cable,1477,3664,W-02,true,2021-08-11T12:51:01Z,2022-05-05T12:06:31Z
P-04499,NR-CTL-04499,Industrial Edge Compute Node BN-963,Controllers,Edge Compute Node,759032,2610,W-02,true,2023-12-10T17:30:59Z,2024-08-07T04:38:39Z
P-04500,NR-DRV-04500,Precision Timing Belt CA-100,Drivetrain,Timing Belt,129832,3969,W-05,true,2023-02-09T09:38:18Z,2023-08-15T20:02:51Z
P-04501,NR-EFF-04501,Modular Welding Torch DN-137,End Effectors,Welding Torch,225284,11806,W-08,true,2021-06-14T10:13:13Z,2022-05-01T16:23:02Z
P-04502,NR-FRM-04502,High-Torque Gantry Beam EA-174,Frames and Structure,Gantry Beam,64525,42903,W-03,true,2023-07-02T12:03:45Z,2023-10-09T12:53:04Z
P-04503,NR-PWR-04503,Heavy-Duty Motor Driver FN-211,Power Systems,Motor Driver,159967,2123,W-04,true,2022-06-28T18:49:06Z,2023-07-07T17:21:04Z
P-04504,NR-SEN-04504,Rapid-Cycle Proximity Sensor GA-248,Sensors,Proximity Sensor,133637,2248,W-06,true,2021-10-06T08:23:50Z,2022-10-31T21:58:32Z
P-04505,NR-ACT-04505,Low-Backlash Stepper Motor HN-285,Actuators,Stepper Motor,194014,3427,W-07,true,2024-03-27T01:19:09Z,2025-01-31T10:38:15Z
P-04506,NR-CBL-04506,Compact EtherCAT Cable IA-322,Cabling and Connectors,EtherCAT Cable,300,2140,W-04,true,2022-07-06T13:28:46Z,2022-08-16T03:06:20Z
P-04507,NR-CTL-04507,Quiet-Drive IO Expansion Board JN-359,Controllers,IO Expansion Board,60275,6754,W-03,true,2024-02-28T18:26:40Z,2025-02-26T08:23:12Z
P-04508,NR-DRV-04508,Sealed Ball Screw KA-396,Drivetrain,Ball Screw,236819,9652,W-03,true,2021-05-06T18:03:59Z,2022-03-30T00:56:06Z
P-04509,NR-EFF-04509,Industrial Tool Changer LN-433,End Effectors,Tool Changer,10000,10492,W-04,false,2023-05-29T17:49:26Z,2023-12-01T18:41:08Z
P-04510,NR-FRM-04510,Precision Mounting Bracket MA-470,Frames and Structure,Mounting Bracket,12642,42039,W-01,true,2023-09-21T00:05:50Z,2023-10-01T23:53:27Z
P-04511,NR-PWR-04511,Modular DC-DC Converter NN-507,Power Systems,DC-DC Converter,58471,16826,W-03,true,2022-10-05T01:42:40Z,2023-01-03T14:40:45Z
P-04512,NR-SEN-04512,High-Torque Rotary Encoder OA-544,Sensors,Rotary Encoder,172445,1509,W-04,true,2022-10-08T04:28:46Z,2023-03-03T02:48:38Z
P-04513,NR-ACT-04513,Heavy-Duty Servo Motor PN-581,Actuators,Servo Motor,264919,15077,W-01,true,2023-03-05T10:30:22Z,2023-06-28T20:26:14Z
P-04514,NR-CBL-04514,Rapid-Cycle Cable Chain QA-618,Cabling and Connectors,Cable Chain,4139,2979,W-08,true,2021-05-07T15:26:31Z,2021-08-28T12:29:02Z
P-04515,NR-CTL-04515,Low-Backlash Motion Controller RN-655,Controllers,Motion Controller,316129,2862,W-01,true,2024-10-17T15:28:19Z,2025-06-16T21:31:26Z
P-04516,NR-DRV-04516,Compact Harmonic Reducer SA-692,Drivetrain,Harmonic Reducer,42300,5306,W-03,true,2023-05-10T17:57:45Z,2024-01-02T00:08:58Z
P-04517,NR-EFF-04517,Quiet-Drive Parallel Gripper TN-729,End Effectors,Parallel Gripper,97669,5457,W-06,true,2021-05-13T11:16:07Z,2022-04-08T11:11:07Z
P-04518,NR-FRM-04518,Sealed Aluminum Extrusion UA-766,Frames and Structure,Aluminum Extrusion,47118,28043,W-05,true,2021-03-21T03:33:46Z,2021-10-08T23:54:18Z
P-04519,NR-PWR-04519,Industrial Battery Pack VN-803,Power Systems,Battery Pack,111878,4833,W-08,true,2022-06-24T21:24:10Z,2022-08-24T22:15:41Z
P-04520,NR-SEN-04520,Precision Thermal Camera Module WA-840,Sensors,Thermal Camera Module,119574,1981,W-01,true,2021-07-28T09:13:00Z,2022-08-07T06:57:55Z
P-04521,NR-ACT-04521,Modular Linear Actuator XN-877,Actuators,Linear Actuator,204025,18234,W-04,true,2022-08-30T13:08:48Z,2023-02-04T20:14:40Z
P-04522,NR-CBL-04522,High-Torque M12 Connector YA-914,Cabling and Connectors,M12 Connector,13709,1723,W-08,true,2023-02-20T11:11:05Z,2024-01-16T18:22:07Z
P-04523,NR-CTL-04523,Heavy-Duty PLC Module ZN-951,Controllers,PLC Module,491319,9000,W-02,true,2022-07-18T14:56:17Z,2023-04-13T06:57:13Z
P-04524,NR-DRV-04524,Rapid-Cycle Planetary Gearbox AA-988,Drivetrain,Planetary Gearbox,190691,11202,W-03,true,2021-09-27T22:52:02Z,2022-02-24T14:05:22Z
P-04525,NR-EFF-04525,Low-Backlash Vacuum Gripper BN-125,End Effectors,Vacuum Gripper,333962,6220,W-06,true,2023-09-24T00:40:14Z,2024-06-24T01:04:10Z
P-04526,NR-FRM-04526,Compact Base Plate CA-162,Frames and Structure,Base Plate,22170,31123,W-07,true,2023-08-03T11:21:12Z,2024-03-30T18:45:50Z
P-04527,NR-PWR-04527,Quiet-Drive Power Supply Unit DN-199,Power Systems,Power Supply Unit,128665,8841,W-02,true,2024-07-25T22:28:51Z,2024-08-22T09:10:04Z
P-04528,NR-SEN-04528,Sealed LIDAR Unit EA-236,Sensors,LIDAR Unit,178760,3167,W-08,true,2021-12-05T15:41:17Z,2022-03-14T15:43:59Z
P-04529,NR-ACT-04529,Industrial Rotary Actuator FN-273,Actuators,Rotary Actuator,184870,17337,W-03,true,2023-12-16T06:41:03Z,2024-10-07T03:51:57Z
P-04530,NR-CBL-04530,Precision Servo Cable GA-310,Cabling and Connectors,Servo Cable,9392,3713,W-01,true,2021-12-23T03:44:26Z,2022-09-14T10:31:10Z
P-04531,NR-CTL-04531,Modular Edge Compute Node HN-347,Controllers,Edge Compute Node,510182,3893,W-04,true,2022-01-13T05:32:16Z,2022-01-15T19:09:49Z
P-04532,NR-DRV-04532,High-Torque Timing Belt IA-384,Drivetrain,Timing Belt,142739,3912,W-02,true,2022-10-04T16:41:37Z,2023-01-20T11:00:06Z
P-04533,NR-EFF-04533,Heavy-Duty Welding Torch JN-421,End Effectors,Welding Torch,171739,2843,W-03,true,2023-10-30T11:02:48Z,2023-12-19T05:29:25Z
P-04534,NR-FRM-04534,Rapid-Cycle Gantry Beam KA-458,Frames and Structure,Gantry Beam,38855,23850,W-05,true,2021-05-03T02:29:51Z,2022-04-30T13:09:43Z
P-04535,NR-PWR-04535,Low-Backlash Motor Driver LN-495,Power Systems,Motor Driver,44654,9690,W-01,true,2022-10-21T12:05:27Z,2023-08-16T11:51:04Z
P-04536,NR-SEN-04536,Compact Force-Torque Sensor MA-532,Sensors,Force-Torque Sensor,96927,2301,W-05,true,2023-02-27T18:44:18Z,2023-04-25T23:26:40Z
P-04537,NR-ACT-04537,Quiet-Drive Stepper Motor NN-569,Actuators,Stepper Motor,194978,8634,W-01,true,2022-03-11T18:43:23Z,2022-11-27T23:34:22Z
P-04538,NR-CBL-04538,Sealed EtherCAT Cable OA-606,Cabling and Connectors,EtherCAT Cable,10107,2047,W-06,true,2024-01-20T00:22:24Z,2024-06-02T09:56:03Z
P-04539,NR-CTL-04539,Industrial IO Expansion Board PN-643,Controllers,IO Expansion Board,316092,2085,W-02,true,2023-02-02T01:41:44Z,2023-11-09T15:27:18Z
P-04540,NR-DRV-04540,Precision Ball Screw QA-680,Drivetrain,Ball Screw,201785,12722,W-08,true,2021-06-17T05:42:00Z,2021-11-20T06:10:08Z
P-04541,NR-EFF-04541,Modular Tool Changer RN-717,End Effectors,Tool Changer,307196,7939,W-05,true,2023-12-07T17:59:20Z,2024-11-19T21:17:54Z
P-04542,NR-FRM-04542,High-Torque Mounting Bracket SA-754,Frames and Structure,Mounting Bracket,57692,26363,W-02,true,2023-06-24T04:18:07Z,2024-03-16T01:18:12Z
P-04543,NR-PWR-04543,Heavy-Duty DC-DC Converter TN-791,Power Systems,DC-DC Converter,233574,11467,W-01,true,2022-09-18T17:47:01Z,2023-10-13T03:09:47Z
P-04544,NR-SEN-04544,Rapid-Cycle Proximity Sensor UA-828,Sensors,Proximity Sensor,129015,1849,W-02,true,2024-08-26T01:09:50Z,2025-07-01T04:44:17Z
P-04545,NR-ACT-04545,Low-Backlash Servo Motor VN-865,Actuators,Servo Motor,189788,15071,W-08,true,2023-07-27T17:02:57Z,2023-09-21T19:52:03Z
P-04546,NR-CBL-04546,Compact Cable Chain WA-902,Cabling and Connectors,Cable Chain,5480,2003,W-02,true,2024-10-29T06:20:10Z,2025-03-09T17:21:11Z
P-04547,NR-CTL-04547,Quiet-Drive Motion Controller XN-939,Controllers,Motion Controller,863900,2093,W-03,true,2022-03-06T14:03:03Z,2023-03-04T03:55:37Z
P-04548,NR-DRV-04548,Sealed Harmonic Reducer YA-976,Drivetrain,Harmonic Reducer,95028,8928,W-06,true,2024-02-02T14:51:30Z,2024-04-08T13:28:34Z
P-04549,NR-EFF-04549,Industrial Parallel Gripper ZN-113,End Effectors,Parallel Gripper,159338,7579,W-06,true,2021-08-02T20:33:48Z,2022-09-01T13:03:09Z
P-04550,NR-FRM-04550,Precision Aluminum Extrusion AA-150,Frames and Structure,Aluminum Extrusion,50617,25074,W-05,true,2024-06-04T10:57:03Z,2025-03-31T20:06:10Z
P-04551,NR-PWR-04551,Modular Battery Pack BN-187,Power Systems,Battery Pack,189070,12731,W-03,true,2024-01-06T12:21:18Z,2024-01-24T22:06:59Z
P-04552,NR-SEN-04552,High-Torque Rotary Encoder CA-224,Sensors,Rotary Encoder,294635,366,W-05,true,2022-02-14T09:29:51Z,2022-10-02T16:42:23Z
P-04553,NR-ACT-04553,Heavy-Duty Linear Actuator DN-261,Actuators,Linear Actuator,311177,21015,W-08,true,2022-05-12T20:29:38Z,2023-05-03T14:34:31Z
P-04554,NR-CBL-04554,Rapid-Cycle M12 Connector EA-298,Cabling and Connectors,M12 Connector,1016,2229,W-05,true,2021-04-30T08:12:52Z,2021-10-31T23:30:32Z
P-04555,NR-CTL-04555,Low-Backlash PLC Module FN-335,Controllers,PLC Module,698879,3330,W-08,true,2022-06-13T01:44:52Z,2022-06-25T20:30:20Z
P-04556,NR-DRV-04556,Compact Planetary Gearbox GA-372,Drivetrain,Planetary Gearbox,214297,100,W-05,true,2023-06-25T01:40:06Z,2023-09-03T06:55:12Z
P-04557,NR-EFF-04557,Quiet-Drive Vacuum Gripper HN-409,End Effectors,Vacuum Gripper,201638,2310,W-06,true,2023-03-12T21:46:49Z,2023-08-05T13:11:04Z
P-04558,NR-FRM-04558,Sealed Base Plate IA-446,Frames and Structure,Base Plate,49388,38150,W-08,false,2024-03-21T15:16:39Z,2024-08-14T20:52:23Z
P-04559,NR-PWR-04559,Industrial Power Supply Unit JN-483,Power Systems,Power Supply Unit,119503,9621,W-07,true,2022-03-19T09:15:19Z,2022-05-25T22:18:47Z
P-04560,NR-SEN-04560,Precision Thermal Camera Module KA-520,Sensors,Thermal Camera Module,199850,2557,W-07,true,2023-05-23T21:55:24Z,2024-02-02T00:59:14Z
P-04561,NR-ACT-04561,Modular Rotary Actuator LN-557,Actuators,Rotary Actuator,179536,6318,W-03,true,2024-12-25T02:38:03Z,2025-11-30T13:54:03Z
P-04562,NR-CBL-04562,High-Torque Servo Cable MA-594,Cabling and Connectors,Servo Cable,11242,3122,W-07,true,2024-11-04T01:06:02Z,2025-04-26T15:20:34Z
P-04563,NR-CTL-04563,Heavy-Duty Edge Compute Node NN-631,Controllers,Edge Compute Node,771397,3119,W-03,true,2021-09-03T08:33:12Z,2021-09-12T05:11:13Z
P-04564,NR-DRV-04564,Rapid-Cycle Timing Belt OA-668,Drivetrain,Timing Belt,183924,2664,W-03,true,2023-01-11T13:59:51Z,2023-12-10T11:52:25Z
P-04565,NR-EFF-04565,Low-Backlash Welding Torch PN-705,End Effectors,Welding Torch,386293,5643,W-08,true,2022-11-21T09:59:55Z,2023-05-14T01:10:59Z
P-04566,NR-FRM-04566,Compact Gantry Beam QA-742,Frames and Structure,Gantry Beam,36849,41085,W-06,false,2022-08-07T01:30:47Z,2023-05-14T22:10:26Z
P-04567,NR-PWR-04567,Quiet-Drive Motor Driver RN-779,Power Systems,Motor Driver,125141,9193,W-07,true,2023-12-19T00:07:38Z,2023-12-20T22:55:25Z
P-04568,NR-SEN-04568,Sealed LIDAR Unit SA-816,Sensors,LIDAR Unit,92393,2805,W-06,true,2022-03-22T20:13:26Z,2022-08-20T08:40:11Z
